DataValue,LocalDateTime,UTCOffset,DateTimeUTC,SiteCode,VariableCode,MethodCode,SourceCode,QualityControlLevelCode
713.647,2017-04-11 12:00,-3,2017-04-11 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.635,2017-04-12 12:00,-3,2017-04-12 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.617,2017-04-13 12:00,-3,2017-04-13 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.603,2017-04-14 12:00,-3,2017-04-14 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.589,2017-04-15 12:00,-3,2017-04-15 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.576,2017-04-16 12:00,-3,2017-04-16 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.549,2017-04-17 12:00,-3,2017-04-17 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.52,2017-04-18 12:00,-3,2017-04-18 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.509,2017-04-19 12:00,-3,2017-04-19 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.511,2017-04-20 12:00,-3,2017-04-20 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.503,2017-04-21 12:00,-3,2017-04-21 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.483,2017-04-22 12:00,-3,2017-04-22 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.47,2017-04-23 12:00,-3,2017-04-23 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.472,2017-04-24 12:00,-3,2017-04-24 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.479,2017-04-25 12:00,-3,2017-04-25 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.471,2017-04-26 12:00,-3,2017-04-26 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.447,2017-04-27 12:00,-3,2017-04-27 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.433,2017-04-28 12:00,-3,2017-04-28 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.43,2017-04-29 12:00,-3,2017-04-29 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.422,2017-04-30 12:00,-3,2017-04-30 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.42,2017-05-01 12:00,-3,2017-05-01 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.419,2017-05-02 12:00,-3,2017-05-02 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.41,2017-05-03 12:00,-3,2017-05-03 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.411,2017-05-04 12:00,-3,2017-05-04 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.409,2017-05-05 12:00,-3,2017-05-05 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.402,2017-05-06 12:00,-3,2017-05-06 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.395,2017-05-07 12:00,-3,2017-05-07 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.393,2017-05-08 12:00,-3,2017-05-08 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.37,2017-05-09 12:00,-3,2017-05-09 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.349,2017-05-10 12:00,-3,2017-05-10 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.343,2017-05-11 12:00,-3,2017-05-11 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.34,2017-05-12 12:00,-3,2017-05-12 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.342,2017-05-13 12:00,-3,2017-05-13 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.338,2017-05-14 12:00,-3,2017-05-14 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.324,2017-05-15 12:00,-3,2017-05-15 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.311,2017-05-16 12:00,-3,2017-05-16 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.304,2017-05-17 12:00,-3,2017-05-17 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.3,2017-05-18 12:00,-3,2017-05-18 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.312,2017-05-19 12:00,-3,2017-05-19 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.286,2017-05-20 12:00,-3,2017-05-20 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.277,2017-05-21 12:00,-3,2017-05-21 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.274,2017-05-22 12:00,-3,2017-05-22 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.26,2017-05-23 12:00,-3,2017-05-23 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.26,2017-05-24 12:00,-3,2017-05-24 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.257,2017-05-25 12:00,-3,2017-05-25 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.252,2017-05-26 12:00,-3,2017-05-26 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.258,2017-05-27 12:00,-3,2017-05-27 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.255,2017-05-28 12:00,-3,2017-05-28 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.248,2017-05-29 12:00,-3,2017-05-29 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.234,2017-05-30 12:00,-3,2017-05-30 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.229,2017-05-31 12:00,-3,2017-05-31 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.215,2017-06-01 12:00,-3,2017-06-01 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.192,2017-06-02 12:00,-3,2017-06-02 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.178,2017-06-03 12:00,-3,2017-06-03 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.171,2017-06-04 12:00,-3,2017-06-04 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.172,2017-06-05 12:00,-3,2017-06-05 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.175,2017-06-06 12:00,-3,2017-06-06 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.164,2017-06-07 12:00,-3,2017-06-07 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.15,2017-06-08 12:00,-3,2017-06-08 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.136,2017-06-09 12:00,-3,2017-06-09 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.129,2017-06-10 12:00,-3,2017-06-10 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.133,2017-06-11 12:00,-3,2017-06-11 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.132,2017-06-12 12:00,-3,2017-06-12 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.13,2017-06-13 12:00,-3,2017-06-13 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.137,2017-06-14 12:00,-3,2017-06-14 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.144,2017-06-15 12:00,-3,2017-06-15 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.154,2017-06-16 12:00,-3,2017-06-16 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.174,2017-06-17 12:00,-3,2017-06-17 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.175,2017-06-18 12:00,-3,2017-06-18 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.185,2017-06-19 12:00,-3,2017-06-19 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.18,2017-06-20 12:00,-3,2017-06-20 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.182,2017-06-21 12:00,-3,2017-06-21 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.194,2017-06-22 12:00,-3,2017-06-22 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.201,2017-06-23 12:00,-3,2017-06-23 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.209,2017-06-24 12:00,-3,2017-06-24 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.213,2017-06-25 12:00,-3,2017-06-25 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.221,2017-06-26 12:00,-3,2017-06-26 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.231,2017-06-27 12:00,-3,2017-06-27 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.229,2017-06-28 12:00,-3,2017-06-28 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.236,2017-06-29 12:00,-3,2017-06-29 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.237,2017-06-30 12:00,-3,2017-06-30 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.234,2017-07-01 12:00,-3,2017-07-01 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.224,2017-07-02 12:00,-3,2017-07-02 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.222,2017-07-03 12:00,-3,2017-07-03 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.225,2017-07-04 12:00,-3,2017-07-04 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.223,2017-07-05 12:00,-3,2017-07-05 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.224,2017-07-06 12:00,-3,2017-07-06 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.22,2017-07-07 12:00,-3,2017-07-07 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.225,2017-07-08 12:00,-3,2017-07-08 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.224,2017-07-09 12:00,-3,2017-07-09 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.225,2017-07-10 12:00,-3,2017-07-10 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.225,2017-07-11 12:00,-3,2017-07-11 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.223,2017-07-12 12:00,-3,2017-07-12 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.22,2017-07-13 12:00,-3,2017-07-13 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.218,2017-07-14 12:00,-3,2017-07-14 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.224,2017-07-15 12:00,-3,2017-07-15 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.217,2017-07-16 12:00,-3,2017-07-16 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.206,2017-07-17 12:00,-3,2017-07-17 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.195,2017-07-18 12:00,-3,2017-07-18 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.187,2017-07-19 12:00,-3,2017-07-19 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.187,2017-07-20 12:00,-3,2017-07-20 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.183,2017-07-21 12:00,-3,2017-07-21 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.175,2017-07-22 12:00,-3,2017-07-22 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.167,2017-07-23 12:00,-3,2017-07-23 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.154,2017-07-24 12:00,-3,2017-07-24 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.148,2017-07-25 12:00,-3,2017-07-25 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.15,2017-07-26 12:00,-3,2017-07-26 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.144,2017-07-27 12:00,-3,2017-07-27 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.131,2017-07-28 12:00,-3,2017-07-28 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.114,2017-07-29 12:00,-3,2017-07-29 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.109,2017-07-30 12:00,-3,2017-07-30 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.109,2017-07-31 12:00,-3,2017-07-31 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.109,2017-08-01 12:00,-3,2017-08-01 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.098,2017-08-02 12:00,-3,2017-08-02 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.095,2017-08-03 12:00,-3,2017-08-03 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.067,2017-08-04 12:00,-3,2017-08-04 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.067,2017-08-05 12:00,-3,2017-08-05 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.066,2017-08-06 12:00,-3,2017-08-06 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.063,2017-08-07 12:00,-3,2017-08-07 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.06,2017-08-08 12:00,-3,2017-08-08 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.057,2017-08-09 12:00,-3,2017-08-09 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.05,2017-08-10 12:00,-3,2017-08-10 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.049,2017-08-11 12:00,-3,2017-08-11 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.047,2017-08-12 12:00,-3,2017-08-12 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.05,2017-08-13 12:00,-3,2017-08-13 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.04,2017-08-14 12:00,-3,2017-08-14 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.032,2017-08-15 12:00,-3,2017-08-15 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.031,2017-08-16 12:00,-3,2017-08-16 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.026,2017-08-17 12:00,-3,2017-08-17 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.028,2017-08-18 12:00,-3,2017-08-18 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.031,2017-08-19 12:00,-3,2017-08-19 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713.028,2017-08-20 12:00,-3,2017-08-20 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.992,2017-08-21 12:00,-3,2017-08-21 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.996,2017-08-22 12:00,-3,2017-08-22 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
713,2017-08-23 12:00,-3,2017-08-23 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.991,2017-08-24 12:00,-3,2017-08-24 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.987,2017-08-25 12:00,-3,2017-08-25 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.982,2017-08-26 12:00,-3,2017-08-26 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.98,2017-08-27 12:00,-3,2017-08-27 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.968,2017-08-28 12:00,-3,2017-08-28 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.961,2017-08-29 12:00,-3,2017-08-29 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.954,2017-08-30 12:00,-3,2017-08-30 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.935,2017-08-31 12:00,-3,2017-08-31 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.928,2017-09-01 12:00,-3,2017-09-01 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.924,2017-09-02 12:00,-3,2017-09-02 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.926,2017-09-03 12:00,-3,2017-09-03 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.925,2017-09-04 12:00,-3,2017-09-04 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.917,2017-09-05 12:00,-3,2017-09-05 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.909,2017-09-06 12:00,-3,2017-09-06 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.906,2017-09-07 12:00,-3,2017-09-07 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.911,2017-09-08 12:00,-3,2017-09-08 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.912,2017-09-09 12:00,-3,2017-09-09 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.903,2017-09-10 12:00,-3,2017-09-10 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.896,2017-09-11 12:00,-3,2017-09-11 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.888,2017-09-12 12:00,-3,2017-09-12 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.882,2017-09-13 12:00,-3,2017-09-13 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.876,2017-09-14 12:00,-3,2017-09-14 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.863,2017-09-15 12:00,-3,2017-09-15 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.856,2017-09-16 12:00,-3,2017-09-16 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.849,2017-09-17 12:00,-3,2017-09-17 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.842,2017-09-18 12:00,-3,2017-09-18 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.834,2017-09-19 12:00,-3,2017-09-19 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.832,2017-09-20 12:00,-3,2017-09-20 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.823,2017-09-21 12:00,-3,2017-09-21 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.818,2017-09-22 12:00,-3,2017-09-22 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.814,2017-09-23 12:00,-3,2017-09-23 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.806,2017-09-24 12:00,-3,2017-09-24 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.795,2017-09-25 12:00,-3,2017-09-25 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.793,2017-09-26 12:00,-3,2017-09-26 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.791,2017-09-27 12:00,-3,2017-09-27 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.777,2017-09-28 12:00,-3,2017-09-28 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.772,2017-09-29 12:00,-3,2017-09-29 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.781,2017-09-30 12:00,-3,2017-09-30 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.778,2017-10-01 12:00,-3,2017-10-01 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.758,2017-10-02 12:00,-3,2017-10-02 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.735,2017-10-03 12:00,-3,2017-10-03 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.734,2017-10-04 12:00,-3,2017-10-04 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.739,2017-10-05 12:00,-3,2017-10-05 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.73,2017-10-06 12:00,-3,2017-10-06 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.715,2017-10-07 12:00,-3,2017-10-07 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.723,2017-10-08 12:00,-3,2017-10-08 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.721,2017-10-09 12:00,-3,2017-10-09 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.718,2017-10-10 12:00,-3,2017-10-10 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.712,2017-10-11 12:00,-3,2017-10-11 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.701,2017-10-12 12:00,-3,2017-10-12 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.697,2017-10-13 12:00,-3,2017-10-13 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.691,2017-10-14 12:00,-3,2017-10-14 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.671,2017-10-15 12:00,-3,2017-10-15 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.662,2017-10-16 12:00,-3,2017-10-16 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.661,2017-10-17 12:00,-3,2017-10-17 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.663,2017-10-18 12:00,-3,2017-10-18 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.661,2017-10-19 12:00,-3,2017-10-19 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.646,2017-10-20 12:00,-3,2017-10-20 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.647,2017-10-21 12:00,-3,2017-10-21 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.638,2017-10-22 12:00,-3,2017-10-22 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.637,2017-10-23 12:00,-3,2017-10-23 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.633,2017-10-24 12:00,-3,2017-10-24 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.636,2017-10-25 12:00,-3,2017-10-25 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.632,2017-10-26 12:00,-3,2017-10-26 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.617,2017-10-27 12:00,-3,2017-10-27 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.613,2017-10-28 12:00,-3,2017-10-28 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.605,2017-10-29 12:00,-3,2017-10-29 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.613,2017-10-30 12:00,-3,2017-10-30 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.591,2017-10-31 12:00,-3,2017-10-31 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.578,2017-11-01 12:00,-3,2017-11-01 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.579,2017-11-02 12:00,-3,2017-11-02 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.581,2017-11-03 12:00,-3,2017-11-03 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.583,2017-11-04 12:00,-3,2017-11-04 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.572,2017-11-05 12:00,-3,2017-11-05 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.564,2017-11-06 12:00,-3,2017-11-06 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.565,2017-11-07 12:00,-3,2017-11-07 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.562,2017-11-08 12:00,-3,2017-11-08 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.557,2017-11-09 12:00,-3,2017-11-09 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.558,2017-11-10 12:00,-3,2017-11-10 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.556,2017-11-11 12:00,-3,2017-11-11 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.541,2017-11-12 12:00,-3,2017-11-12 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.532,2017-11-13 12:00,-3,2017-11-13 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.529,2017-11-14 12:00,-3,2017-11-14 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.522,2017-11-15 12:00,-3,2017-11-15 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.519,2017-11-16 12:00,-3,2017-11-16 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.515,2017-11-17 12:00,-3,2017-11-17 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.518,2017-11-18 12:00,-3,2017-11-18 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.508,2017-11-19 12:00,-3,2017-11-19 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.5,2017-11-20 12:00,-3,2017-11-20 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.501,2017-11-21 12:00,-3,2017-11-21 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.508,2017-11-22 12:00,-3,2017-11-22 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.494,2017-11-23 12:00,-3,2017-11-23 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.488,2017-11-24 12:00,-3,2017-11-24 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.491,2017-11-25 12:00,-3,2017-11-25 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.487,2017-11-26 12:00,-3,2017-11-26 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.473,2017-11-27 12:00,-3,2017-11-27 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.468,2017-11-28 12:00,-3,2017-11-28 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.472,2017-11-29 12:00,-3,2017-11-29 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.45,2017-11-30 12:00,-3,2017-11-30 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.405,2017-12-01 12:00,-3,2017-12-01 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.399,2017-12-02 12:00,-3,2017-12-02 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.403,2017-12-03 12:00,-3,2017-12-03 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.399,2017-12-04 12:00,-3,2017-12-04 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.414,2017-12-05 12:00,-3,2017-12-05 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.463,2017-12-06 12:00,-3,2017-12-06 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.465,2017-12-07 12:00,-3,2017-12-07 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.464,2017-12-08 12:00,-3,2017-12-08 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.456,2017-12-09 12:00,-3,2017-12-09 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
712.457,2017-12-10 12:00,-3,2017-12-10 09:00,W19,GWL,GWL-DD-MN-AUT,LHC,CC
